GameId, Team, Before_YPP, After_YPP, Before_COM, After_COM, Before_YPD, After_YPD
2016110608,NO,6.525,4.851,0.679,0.8,55.0,45.6
2016110609,IND,6.125,4.014,0.857,0.633,49.0,30.778
2016110610,SD,4.579,5.296,0.697,0.6,49.714,71.5
2016110700,BUF,4.0,5.175,0.692,0.786,36.571,69.0
2016111301,CAR,3.986,6.786,0.594,0.75,47.833,23.75
2016111302,JAX,6.393,3.148,0.938,0.514,89.5,21.333
2016111303,NO,5.231,6.196,0.6,0.833,68.0,28.727
2016111304,LA,9.25,2.987,0.75,0.556,74.0,18.917
2016111305,ATL,4.345,5.568,0.75,0.478,31.5,34.333
2016111306,CHI,5.455,5.035,0.6,0.63,60.0,23.917
2016111307,GB,5.708,3.766,0.692,0.516,45.667,35.4
2016111308,MIN,5.225,3.692,0.833,0.75,41.8,36.0
2016111309,SD,1.857,5.023,0.333,0.565,13.0,40.182
2016111310,ARI,1.5,5.193,0.0,0.653,9.0,38.083
2016111311,DAL,7.667,4.516,0.714,0.68,53.667,35.0
2016111312,NE,3.476,5.322,0.556,0.731,24.333,44.857
2016111400,NYG,8.0,3.821,1.0,0.61,80.0,27.091
2016111700,NO,4.529,4.37,0.875,0.769,77.0,31.9
2016112000,CIN,2.727,4.727,0.727,0.606,30.0,34.667
2016112001,CLE,6.333,2.278,0.5,0.535,38.0,18.222
2016112002,DAL,3.944,5.321,0.533,0.87,23.667,56.4
2016112003,DET,1.25,4.607,0.625,0.76,6.667,40.143
2016112005,KC,4.867,6.7,0.857,0.76,36.5,47.857
2016112006,ARI,4.476,4.298,0.438,0.577,62.667,20.2
2016112007,CHI,4.149,4.636,0.615,0.375,30.889,17.0
2016112008,LA,3.114,2.733,0.5,0.579,18.167,17.571
2016112009,NE,3.0,5.341,0.75,0.595,27.0,41.273
2016112010,SEA,7.021,3.1,0.545,0.615,56.167,17.714
2016112011,GB,3.178,7.868,0.583,0.682,23.833,42.714
2016112100,LV,2.63,5.953,0.727,0.636,17.75,42.667
2016112400,DET,5.357,3.917,1.0,0.531,75.0,33.571
2016112402,IND,3.814,8.364,0.633,0.75,45.0,46.0
2016112700,ARI,6.842,3.621,0.875,0.5,130.0,23.333
2016112701,BAL,4.381,3.859,0.8,0.731,46.0,24.7
2016112703,CHI,1.5,5.103,0.0,0.574,9.0,37.0
2016112704,NYG,3.3,4.739,0.692,0.467,24.75,27.25
2016112705,SD,2.125,5.086,0.875,0.692,11.333,29.5
2016112706,MIA,5.12,5.333,0.545,0.7,32.0,38.857
2016112707,LA,5.3,2.857,0.6,0.714,26.5,17.5
2016112708,TB,6.08,3.945,0.875,0.773,76.0,27.125
2016112709,DEN,2.5,5.2,0.556,0.536,12.5,39.0
2016112710,LV,4.167,4.465,1.0,0.649,25.0,29.538
2016112711,NE,2.593,4.81,0.412,0.676,17.5,50.5
2016112800,GB,4.921,4.083,0.714,0.857,62.0,49.0
2016120100,DAL,2.714,5.017,0.333,0.75,19.0,24.667
2016120400,ATL,4.636,5.507,0.667,0.633,51.0,52.714
2016120401,BAL,8.524,5.343,0.8,0.778,89.5,39.778
2016120402,SF,3.5,2.492,0.0,0.4,28.0,14.727
2016120403,PHI,3.556,5.312,0.476,0.744,40.0,51.0
2016120404,HOU,2.5,4.522,0.333,0.647,20.0,39.0
2016120407,NO,3.927,7.765,0.619,0.84,26.833,52.8
2016120408,LV,5.25,2.0,0.541,-1,40.091,8.0
2016120409,ARI,5.143,4.047,0.75,0.644,36.0,31.273
2016120410,PIT,4.667,4.774,0.667,0.75,44.333,29.6
2016120411,SD,4.955,5.652,0.571,0.857,43.6,32.5
2016120412,CAR,3.688,5.462,0.571,0.464,19.667,40.571
2016120500,NYJ,1.846,5.56,0.2,0.562,6.0,39.714
2016120800,LV,1.875,2.698,0.5,0.385,15.0,17.846
2016121100,PIT,7.875,5.554,0.714,0.625,63.0,46.1
2016121101,SD,2.125,4.116,0.667,0.611,17.0,28.4
2016121102,CIN,8.7,3.494,0.75,0.708,87.0,21.231
2016121103,DET,4.191,5.133,0.562,0.625,57.0,25.667
2016121104,HOU,3.04,4.484,0.556,0.647,25.333,31.889
2016121105,MIN,4.667,4.475,0.7,0.692,28.0,44.0
2016121106,ARI,9.727,2.52,1.0,0.5,53.5,13.5
2016121107,PHI,4.389,4.027,0.667,0.692,79.0,33.556
2016121108,TB,3.842,2.8,0.462,0.625,48.667,21.0
2016121110,NYJ,3.578,5.0,0.667,0.692,25.444,63.333
2016121112,ATL,3.667,3.837,0.692,0.556,22.0,26.857
2016121113,NYG,3.5,3.415,0.7,0.55,31.5,17.077
2016121200,NE,6.104,6.5,0.615,0.8,58.6,39.0
2016121500,LA,2.667,2.812,0.421,0.579,34.667,22.5
2016121700,NYJ,7.583,3.808,0.6,0.6,91.0,27.0
2016121800,PHI,2.75,3.28,0.667,0.513,22.0,23.462
2016121801,CLE,3.667,4.062,0.667,0.593,22.0,28.889
2016121802,GB,5.512,6.143,0.632,0.636,59.25,35.833
2016121803,DAL,5.783,5.191,0.917,0.889,66.5,32.091
2016121804,HOU,3.389,4.578,0.667,0.605,20.333,31.667
2016121805,TEN,4.333,5.5,0.6,0.607,52.0,36.3
2016121806,IND,4.442,4.761,0.667,0.75,38.2,43.8
2016121807,NYG,4.75,4.069,1.0,0.667,47.5,26.222
2016121808,ARI,2.8,5.227,0.5,0.684,14.0,38.333
2016121809,SF,4.833,3.7,0.7,0.565,21.75,30.833
2016121810,NE,1.95,3.861,0.0,0.593,9.75,27.8
2016121811,SD,9.1,3.281,0.8,0.56,91.0,18.7
2016121812,CIN,3.417,2.5,0.636,0.5,41.0,8.333
2016121900,CAR,4.714,4.636,0.524,0.588,28.875,34.0
2016122200,NYG,2.0,5.101,0.333,0.667,12.0,45.909
2016122400,BUF,2.905,6.078,0.556,0.71,20.333,68.375
2016122401,ATL,5.115,4.833,0.815,0.714,44.571,23.2
2016122402,WAS,5.188,5.913,0.5,0.625,41.5,58.286
2016122403,SD,6.292,4.0,0.692,0.471,75.5,23.6
2016122404,GB,7.333,3.089,0.857,0.64,44.0,21.625
2016122405,JAX,5.206,4.424,0.923,0.552,59.0,29.0
2016122406,NYJ,-1.0,4.542,0.0,0.458,-6.0,29.778
2016122407,NO,4.235,5.1,0.714,0.621,72.0,32.455
2016122408,IND,6.8,5.86,0.5,0.724,68.0,41.75
2016122409,SF,3.143,3.908,0.5,0.743,22.0,24.286
2016122410,ARI,4.706,4.822,0.667,0.55,26.667,27.125
2016122411,CIN,2.711,5.548,0.625,0.824,17.429,34.4
2016122500,BAL,4.7,3.972,0.7,0.694,47.0,28.2
2016122501,DEN,2.8,4.234,0.438,0.414,16.8,33.167
2016122600,DAL,5.097,1.571,0.696,-1,36.7,11.0
2017010101,BAL,4.079,4.25,0.619,0.688,51.667,31.167
2017010103,IND,3.227,5.123,0.333,0.71,17.75,41.625
2017010104,NE,4.745,5.1,0.76,0.636,52.2,30.6
2017010105,MIN,6.56,4.055,0.889,0.72,82.0,37.167
2017010106,BUF,1.846,4.21,0.6,0.481,12.0,29.0
2017010107,DAL,4.419,2.135,0.471,0.667,45.667,9.875
2017010108,CLE,3.905,4.685,0.667,0.75,41.0,31.091
2017010109,TB,5.111,3.452,0.375,0.667,46.0,21.4
2017010110,TEN,2.429,3.288,0.5,0.64,17.0,30.0
2017010111,NYG,4.565,3.537,0.684,0.5,42.0,24.167
2017010112,DEN,5.97,3.607,0.688,0.471,49.25,22.444
2017010113,ARI,3.583,4.194,0.538,0.581,28.667,25.545
2017010114,SD,4.931,5.373,0.667,0.583,71.5,54.8
2017010115,SF,5.727,3.095,1.0,0.643,63.0,14.444
2017090700,NE,5.25,3.884,0.5,0.371,31.5,25.692
2017091000,BUF,5.357,5.064,0.4,0.625,75.0,32.917
2017091001,ATL,4.25,8.765,0.727,0.6,39.667,49.667
2017091002,CIN,2.5,4.768,0.667,0.633,30.0,29.667
2017091003,CLE,2.316,4.098,0.615,0.65,17.6,33.6
2017091004,ARI,4.167,4.949,0.8,0.6,16.667,29.692
2017091005,JAX,4.194,2.915,0.417,0.545,30.2,22.833
2017091007,LV,4.37,5.056,0.652,0.75,40.2,26.0
2017091008,WAS,4.364,3.672,0.286,0.647,48.0,29.375
2017091009,LA,4.368,4.389,0.714,0.739,41.5,31.6
2017091010,SEA,3.094,4.1,0.462,0.571,16.5,30.75
2017091011,CAR,1.727,4.514,0.25,0.652,6.333,39.5
2017091012,DAL,4.048,4.625,0.476,0.737,42.5,44.4
2017091100,NO,2.805,6.278,0.667,0.783,28.75,56.5
2017091101,DEN,4.043,3.615,0.64,0.667,46.5,11.75
2017091400,HOU,1.357,3.686,0.4,0.609,6.333,28.667
2017091700,CLE,3.273,5.079,0.5,0.548,36.0,35.091
2017091701,CAR,4.13,2.2,0.636,0.615,37.167,22.0
2017091702,ARI,5.419,5.392,0.5,0.6,42.0,27.5
2017091703,TEN,2.64,5.629,0.444,0.684,16.5,49.857
2017091704,KC,6.412,4.585,0.6,0.789,54.5,30.375
2017091705,NE,6.833,5.943,0.75,0.81,57.4,39.375
2017091707,TB,2.944,3.826,0.556,0.542,53.0,29.333
2017091709,LV,6.544,2.15,0.783,0.833,46.625,14.333
2017091710,DAL,3.0,5.186,0.778,0.591,17.0,45.375
2017091711,LA,3.0,5.525,0.5,0.696,21.0,29.636
2017091712,SEA,2.955,3.329,0.5,0.562,21.667,31.625
2017091713,ATL,5.587,3.194,0.65,0.75,42.833,33.0
2017091800,DET,4.565,3.278,0.8,0.571,52.5,25.286
2017092100,SF,6.5,4.091,0.75,0.562,47.667,28.636
2017092400,BAL,0.188,4.296,0.0,0.692,0.75,33.143
2017092401,DEN,4.908,5.13,0.643,0.562,39.875,23.6
2017092402,CAR,4.276,5.634,0.857,0.615,62.0,25.667
2017092403,PIT,1.8,4.232,0.333,0.583,18.0,32.444
2017092404,ATL,4.854,7.553,0.706,0.75,66.333,44.375
2017092405,CLE,3.962,4.953,0.458,0.567,25.75,26.625
2017092406,MIN,6.061,5.452,0.739,0.75,59.4,57.25
2017092407,HOU,1.889,5.687,0.5,0.719,17.0,36.308
2017092408,NYJ,5.362,1.708,0.85,0.4,44.429,5.857
2017092409,PHI,3.273,5.143,0.65,0.615,30.857,28.8
2017092410,TEN,1.1,5.467,0.333,0.731,5.5,34.167
2017092411,CIN,5.583,3.615,0.8,0.739,67.0,26.111
2017092412,LAC,5.1,4.579,0.333,0.548,51.0,31.636
2017092413,LV,3.158,2.174,0.571,0.654,15.0,12.5
2017092800,GB,7.0,3.143,0.75,0.68,70.0,18.0
2017100100,MIA,8.571,2.596,0.875,0.739,120.0,13.556
2017100101,ATL,4.922,4.028,0.591,0.591,50.2,24.167
2017100102,BAL,3.5,4.045,0.571,0.725,24.5,24.273
2017100103,CLE,2.083,3.046,0.25,0.524,12.5,22.0
2017100104,DAL,6.152,4.132,0.706,0.5,56.6,26.167
2017100105,TEN,6.25,2.75,0.778,0.636,35.0,9.429
2017100106,DET,4.442,1.86,0.6,0.636,38.2,11.429
2017100107,NE,4.735,4.583,0.704,0.714,46.4,41.25
2017100108,NYJ,6.059,6.131,0.909,0.727,51.5,31.167
2017100109,ARI,5.917,3.543,0.714,0.625,71.0,25.077
2017100110,LAC,5.167,5.397,0.25,0.526,31.0,40.778
2017100111,NYG,3.911,4.075,0.567,0.65,36.5,32.6
2017100112,LV,4.0,3.63,0.579,0.706,28.0,24.5
2017100113,IND,3.81,3.321,0.667,0.524,26.667,19.556
2017100200,WAS,5.556,5.065,0.571,0.588,100.0,23.3
2017100500,NE,4.742,4.932,0.714,0.774,29.4,41.571
2017100800,CIN,6.033,4.78,0.786,0.565,45.25,34.143
2017100801,NYJ,1.182,3.821,1.0,0.759,4.333,26.75
2017100802,DET,3.639,3.205,0.556,0.667,26.2,20.833
2017100803,IND,2.286,5.474,0.625,0.679,24.0,34.667
2017100804,TEN,1.857,3.194,1.0,0.621,13.0,16.462
2017100805,LAC,1.667,4.277,0.0,0.5,10.0,30.923
2017100807,JAX,3.892,5.0,0.667,0.5,36.0,34.0
2017100808,SEA,0.571,3.987,0.5,0.703,4.0,27.909
2017100810,DAL,5.205,4.357,0.75,0.611,76.333,30.5
2017100811,KC,4.769,4.569,0.778,0.714,62.0,33.125
2017100900,CHI,4.846,4.324,0.588,0.417,31.5,22.857
2017101500,ATL,5.071,5.0,0.76,0.6,47.333,23.333
2017101501,BAL,4.053,4.811,0.667,0.595,25.667,32.364
2017101502,HOU,4.521,5.067,0.63,0.333,40.125,19.0
2017101503,GB,2.714,3.354,0.5,0.618,19.0,18.167
2017101504,NO,6.76,3.233,0.778,0.696,56.333,19.667
2017101505,NYJ,5.0,4.779,0.6,0.757,47.5,40.625
2017101506,WAS,4.95,4.859,0.75,0.656,24.75,34.5
2017101507,ARI,9.147,4.66,0.867,0.636,103.667,24.333
2017101508,LA,3.042,3.833,0.533,0.5,18.25,28.75
2017101509,PIT,3.4,6.618,1.0,0.667,34.0,45.0
2017101510,LAC,3.545,4.891,0.636,0.72,26.0,44.833
2017101511,DEN,2.833,5.628,0.667,0.593,17.0,44.0
2017101600,TEN,3.838,6.804,0.643,0.75,47.333,49.571
2017101900,LV,8.053,4.375,0.75,0.471,76.5,29.167
2017102200,TB,6.143,5.848,0.8,0.743,129.0,29.692
2017102201,CAR,6.375,4.699,1.0,0.667,51.0,38.111
2017102202,TEN,2.737,3.279,0.571,0.643,26.0,27.875
2017102203,GB,4.417,2.364,0.381,0.556,30.286,8.667
2017102204,JAX,6.25,6.446,1.0,0.64,50.0,39.75
2017102205,ARI,4.033,3.897,0.556,0.438,30.25,18.833
2017102206,NYJ,6.636,3.019,0.727,0.647,48.667,14.273
2017102207,BAL,2.0,2.667,1.0,0.649,18.0,16.0
2017102208,PIT,6.818,4.474,1.0,0.522,75.0,43.625
2017102209,DAL,5.605,6.277,0.5,0.692,40.167,98.333
2017102210,DEN,3.531,5.326,0.692,0.72,18.833,32.714
2017102211,SEA,3.963,5.364,0.583,0.677,107.0,35.4
2017102212,NE,2.462,5.62,0.5,0.769,16.0,55.5
2017102300,WAS,4.786,4.492,0.6,0.757,22.333,36.5
2017102600,MIA,2.39,8.842,0.594,0.667,15.667,84.0
2017102900,MIN,5.074,3.36,0.633,0.526,45.667,18.667
2017102901,LV,4.5,5.299,0.6,0.667,36.0,35.5
2017102902,IND,3.423,4.846,0.6,0.706,25.429,47.25
2017102903,LAC,6.4,4.914,0.6,0.591,56.0,24.571
2017102904,NO,5.882,5.034,0.857,0.818,33.333,33.0
2017102905,NYJ,5.0,3.368,0.8,0.759,55.0,19.083
2017102906,PHI,2.406,6.84,0.577,0.571,17.111,57.0
2017102907,TB,4.129,3.915,0.667,0.545,42.667,26.286
2017102908,HOU,10.2,6.418,0.75,0.704,102.0,39.0
2017102909,DAL,4.875,3.479,0.833,0.417,32.5,23.857
2017102910,PIT,8.182,4.761,0.6,0.552,90.0,31.9
2017103000,DEN,4.333,4.625,0.0,0.611,26.0,30.833
2017110200,NYJ,4.405,4.3,0.692,0.778,27.167,35.833
2017110500,ATL,7.125,5.431,0.75,0.657,57.0,50.429
2017110501,HOU,3.583,3.92,0.368,0.481,25.8,28.0
2017110502,JAX,6.111,4.093,1.0,0.571,55.0,44.0
2017110503,NO,4.179,6.255,0.75,0.867,58.5,36.75
2017110504,NYG,4.92,3.421,0.667,0.533,61.5,17.727
2017110505,DEN,2.889,3.701,0.571,0.545,26.0,20.667
2017110506,TEN,3.635,6.929,0.667,0.857,23.625,48.5
2017110507,ARI,4.841,3.286,0.529,0.467,30.429,26.833
2017110508,WAS,1.571,3.16,0.333,0.69,11.0,18.231
2017110510,LV,3.8,5.281,0.6,0.696,38.0,33.444
2017110600,GB,3.659,5.963,0.696,0.625,37.5,53.667
2017110900,SEA,3.636,3.947,0.722,0.688,26.667,21.429
2017111200,BUF,4.467,4.045,0.333,0.68,33.5,22.25
2017111201,CHI,5.103,3.75,0.6,0.6,49.333,25.714
2017111202,DET,-0.375,5.565,0.667,0.696,-3.0,38.333
2017111203,PIT,2.903,4.462,0.538,0.667,12.857,29.0
2017111204,LAC,3.0,4.532,0.5,0.6,18.0,21.812
2017111205,NYJ,4.0,3.859,0.333,0.632,36.0,24.909
2017111206,CIN,4.261,4.907,0.583,0.542,24.5,23.444
2017111207,WAS,6.095,4.014,0.818,0.486,64.0,39.571
2017111208,HOU,4.4,5.324,0.6,0.476,39.6,21.889
2017111209,DAL,4.85,3.091,0.684,0.667,32.333,25.5
2017111210,SF,4.875,7.765,0.778,0.812,117.0,56.571
2017111300,MIA,3.719,5.861,0.556,0.667,29.75,52.75
2017111600,PIT,3.366,4.364,0.455,0.75,23.0,34.286
2017111900,CHI,5.0,5.317,0.5,0.654,70.0,37.222
2017111901,CLE,5.143,3.153,1.0,0.548,18.0,14.308
2017111902,GB,7.25,3.048,0.556,0.679,87.0,17.455
2017111903,ARI,3.571,4.627,0.714,0.667,25.0,27.3
2017111904,LA,4.188,3.27,0.588,0.591,44.667,24.2
2017111905,NO,5.219,7.123,0.6,0.828,41.75,50.75
2017111906,KC,4.286,4.986,0.75,0.743,60.0,33.091
2017111907,BUF,11.875,5.5,0.75,0.649,95.0,27.5
2017111908,DEN,4.1,4.624,0.5,0.571,41.0,39.3
2017111909,LV,2.571,4.547,0.5,0.592,18.0,56.833
2017111910,DAL,4.0,3.018,0.571,0.68,36.0,17.2
2017111911,TB,5.773,3.024,0.727,0.5,36.286,18.143
2017112000,ATL,2.7,3.535,0.5,0.654,27.0,31.375
2017112300,DET,4.333,4.304,1.0,0.486,13.0,22.846
2017112301,DAL,2.357,7.208,0.667,0.778,16.5,43.25
2017112302,NYG,2.524,3.06,0.444,0.6,13.25,19.125
2017112600,TB,4.358,5.118,0.576,0.643,41.714,87.0
2017112601,CLE,4.281,4.92,0.5,0.591,34.25,49.2
2017112602,IND,1.143,3.415,0.6,0.583,8.0,20.182
2017112604,NE,7.208,3.552,0.727,0.571,57.667,23.8
2017112605,CAR,3.692,3.192,0.429,0.333,48.0,22.636
2017112606,PHI,4.353,4.756,0.778,0.576,37.0,53.0
2017112607,LA,6.556,4.267,1.0,0.568,59.0,36.7
2017112608,SEA,4.154,3.903,0.667,0.594,27.0,23.417
2017112609,JAX,1.364,3.183,0.25,0.606,7.5,18.833
2017112610,LV,2.059,4.896,0.6,0.727,11.667,36.444
2017112611,PIT,4.267,6.458,0.778,0.763,64.0,46.5
2017112700,BAL,3.554,3.083,0.6,-1,26.3,37.0
2017113000,DAL,0.636,3.558,0.25,0.55,3.5,34.25
2017120301,BAL,3.25,4.634,0.571,0.6,26.0,32.9
2017120302,BUF,5.5,3.758,0.8,0.419,66.0,38.833
2017120303,SF,3.778,4.542,0.571,0.742,68.0,40.875
2017120304,TB,4.484,4.109,0.615,0.7,34.75,29.222
2017120305,IND,1.143,4.5,0.5,0.71,8.0,41.143
2017120306,MIA,4.0,5.803,0.75,0.583,34.0,29.429
2017120307,NO,6.692,4.182,0.636,0.783,43.5,32.857
2017120309,HOU,4.759,3.97,0.6,0.658,27.6,53.2
2017120310,CLE,3.875,4.538,0.5,0.458,41.333,44.25
2017120311,LA,4.0,3.842,0.643,0.722,46.0,21.9
2017120312,LV,4.143,5.25,0.6,0.613,29.0,52.5
2017120313,SEA,4.077,3.781,0.667,0.552,53.0,26.889
2017121001,MIN,3.773,4.121,0.636,0.629,27.667,27.2
2017121002,CIN,3.128,4.667,0.471,0.55,20.333,56.0
2017121004,SF,4.8,4.741,0.75,0.6,48.0,34.909
2017121005,JAX,5.186,4.953,0.65,0.714,37.167,42.6
2017121006,LV,2.818,4.731,0.4,0.657,20.667,27.333
2017121007,DET,6.385,5.743,1.0,0.818,41.5,40.2
2017121008,TEN,4.63,2.941,0.636,0.417,41.667,12.5
2017121009,DEN,4.071,2.803,0.667,0.593,57.0,21.3
2017121011,PHI,4.631,2.3,0.545,0.636,35.364,13.8
2017121012,DAL,3.222,7.032,0.5,0.696,58.0,43.6
2017121013,BAL,6.857,5.479,1.0,0.516,48.0,36.364
2017121100,MIA,4.067,4.048,0.615,0.63,61.0,21.25
2017121400,DEN,5.0,5.443,0.667,0.63,30.0,47.9
2017121600,DET,5.739,2.7,0.68,0.692,66.0,16.2
2017121601,LAC,4.833,7.32,0.56,0.786,46.4,45.75
2017121700,BUF,5.449,2.036,0.591,0.571,53.4,14.25
2017121701,GB,5.0,4.746,0.625,0.632,47.5,33.222
2017121702,BAL,3.87,4.25,0.571,0.636,44.5,40.8
2017121703,HOU,0.833,2.677,0.25,0.481,5.0,11.6
2017121704,MIN,4.571,4.404,0.8,0.778,42.667,31.375
2017121705,NO,5.846,5.5,0.833,0.684,45.6,26.889
2017121706,NYG,5.067,5.342,0.706,0.614,76.0,43.333
2017121707,ARI,2.966,3.153,0.6,0.344,28.667,18.917
2017121708,SEA,3.115,2.6,0.455,0.474,16.2,13.0
2017121709,PIT,5.645,5.245,0.75,0.8,58.333,32.125
2017121710,SF,4.439,5.727,0.727,0.727,60.667,42.0
2017121711,LV,0.7,4.139,0.333,0.538,3.5,33.111
2017121800,ATL,6.667,4.475,0.75,0.429,80.0,34.125
2017122300,IND,3.867,4.217,0.429,0.483,29.0,42.167
2017122301,GB,4.091,3.561,0.714,0.321,27.0,48.667
2017122400,TB,5.095,4.831,0.778,0.609,53.5,31.667
2017122401,CLE,2.615,3.947,0.333,0.576,11.333,25.0
2017122402,CIN,2.88,4.442,0.545,0.657,24.0,42.75
2017122403,MIA,6.5,5.608,0.727,0.429,104.0,35.75
2017122404,NE,4.3,5.045,0.667,0.762,43.0,48.286
2017122405,ATL,4.667,4.556,0.875,0.586,37.333,35.143
2017122406,NYJ,3.174,5.556,0.4,0.667,18.25,33.333
2017122407,LA,5.935,4.259,0.667,0.435,92.0,23.0
2017122408,DEN,4.727,3.51,0.636,0.556,39.0,25.571
2017122409,SF,5.333,3.684,0.75,0.722,40.0,30.0
2017122410,NYG,3.294,4.453,0.556,0.65,18.667,28.5
2017122411,DAL,3.368,3.577,0.5,0.692,32.0,26.571
2017122500,PIT,5.237,3.282,0.684,0.583,49.75,25.6
2017122501,LV,6.424,3.191,0.692,0.5,70.667,13.636
2017123100,ATL,5.077,3.761,0.625,0.643,44.0,25.2
2017123101,CIN,3.971,3.797,0.438,0.548,27.0,27.0
2017123102,GB,3.333,3.4,0.667,0.636,30.0,21.636
2017123104,MIA,3.281,4.98,0.571,0.727,26.25,42.333
2017123107,NYG,10.385,3.301,0.75,0.308,67.5,19.571
2017123108,PHI,3.133,3.691,0.375,0.793,47.0,22.556
2017123109,PIT,4.0,4.219,0.75,0.875,44.0,20.769
2017123110,TB,4.375,4.802,0.6,0.609,35.0,43.222
2017123111,JAX,3.8,2.972,0.556,0.438,25.333,10.7
2017123112,KC,11.125,3.961,0.4,0.656,89.0,23.154
2017123113,LV,4.067,6.404,0.714,0.682,30.5,60.2
2017123114,SF,7.8,5.8,0.7,0.625,78.0,34.8
2017123115,ARI,3.519,1.711,0.542,0.231,23.75,9.286
2018090600,ATL,5.045,2.762,0.4,0.529,111.0,15.818
2018090900,BAL,3.667,3.785,0.5,0.81,28.6,18.923
2018090901,CLE,2.815,3.0,0.333,0.455,25.333,16.125
2018090902,CIN,8.333,4.105,0.75,0.727,62.5,29.25
2018090903,TEN,3.833,7.238,0.562,0.609,40.25,38.0
2018090904,SF,2.636,5.414,0.4,0.538,19.333,31.4
2018090905,HOU,3.645,3.607,0.364,0.577,22.6,31.429
2018090906,NO,7.423,5.204,0.833,0.771,64.333,35.125
2018090907,JAX,4.429,3.806,0.5,0.607,62.0,23.182
2018090908,KC,6.032,0.0,0.583,0.5,62.333,0.0
2018090909,WAS,5.286,3.851,0.842,0.429,64.75,22.625
2018090910,CAR,5.273,3.89,0.5,0.654,58.0,25.818
2018090911,SEA,6.677,3.067,0.643,0.667,34.5,11.5
2018090912,CHI,7.167,3.189,1.0,0.588,86.0,23.6
2018091000,NYJ,4.929,4.722,0.778,0.769,34.5,42.5
2018091001,LV,4.848,6.075,0.846,0.71,53.333,40.25
2018091300,CIN,-0.167,4.152,0.0,0.556,-0.5,31.833
2018091600,CAR,2.615,6.197,0.75,0.714,17.0,62.857
2018091601,BUF,2.63,4.788,0.6,0.583,17.75,35.571
2018091602,MIN,5.29,8.889,0.742,0.778,36.444,48.0
2018091603,CLE,2.923,4.889,1.0,0.69,19.0,28.0
2018091604,NYJ,2.125,5.097,0.667,0.641,8.5,30.583
2018091605,PIT,-0.833,5.421,0.5,0.645,-5.0,39.615
2018091606,PHI,5.5,4.573,0.875,0.698,49.5,38.111
2018091607,TEN,8.778,3.045,0.5,0.667,79.0,22.667
2018091608,WAS,2.818,3.772,0.75,0.75,31.0,27.091
2018091609,LA,5.154,5.156,0.762,0.75,53.6,55.0
2018091610,DET,4.826,4.714,0.8,0.591,37.0,36.667
2018091611,LV,5.636,5.353,1.0,0.862,62.0,45.5
2018091612,JAX,5.783,5.64,0.667,0.7,69.4,28.2
2018091613,NYG,3.308,3.029,0.875,0.722,21.5,26.5
2018091700,CHI,3.917,3.586,0.7,0.808,47.0,26.0
2018092000,NYJ,2.684,3.952,0.444,0.591,17.0,23.714
2018092300,ATL,4.878,4.861,0.65,0.778,34.143,29.167
2018092301,BAL,4.591,3.0,0.714,0.55,33.667,23.5
2018092302,CIN,5.105,5.263,0.545,0.743,97.0,27.273
2018092303,HOU,3.24,5.898,0.5,0.688,27.0,43.5
2018092304,TEN,-0.2,3.304,0.333,0.632,-2.0,22.8
2018092305,SF,4.556,4.836,0.636,0.667,30.75,29.556
2018092306,LV,11.188,4.0,0.75,0.727,179.0,33.778
2018092307,MIN,0.833,4.132,0.5,0.755,5.0,31.222
2018092308,IND,2.52,2.863,0.538,0.581,15.75,24.333
2018092309,GB,4.872,3.841,0.562,0.581,38.0,33.8
2018092310,LAC,5.03,6.129,0.533,0.667,33.2,47.5
2018092311,CHI,4.0,3.479,0.8,0.629,64.0,28.222
2018092312,DAL,4.0,3.609,1.0,0.576,28.0,22.636
2018092313,NE,0.625,4.82,0.25,0.636,2.5,40.167
2018092400,PIT,4.429,4.923,1.0,0.75,31.0,32.0
2018092700,LA,8.742,1.6,0.774,0.5,77.429,5.333
2018093000,ATL,5.047,7.565,0.75,0.727,53.833,43.5
2018093001,TB,3.864,5.154,0.583,0.786,28.333,33.5
2018093002,DAL,5.365,4.194,0.556,0.615,55.8,26.0
2018093003,BUF,2.176,2.902,0.333,0.615,12.333,18.5
2018093004,HOU,2.583,4.698,0.667,0.763,31.0,37.583
2018093005,JAX,5.508,5.818,0.778,0.769,56.0,24.0
2018093006,NE,3.857,5.763,0.429,0.688,81.0,43.8
2018093007,PHI,3.96,5.114,0.5,0.711,33.0,32.545
2018093008,SEA,7.071,3.348,1.0,0.652,49.5,19.25
2018093009,LV,1.5,5.574,0.667,0.636,7.5,37.625
2018093010,SF,3.529,6.633,0.833,0.625,30.0,39.8
2018093011,NO,4.219,4.737,0.625,0.5,45.0,38.571
2018093012,PIT,4.696,4.51,0.615,0.6,36.0,32.857
2018100100,KC,6.0,5.068,1.0,0.625,42.0,44.6
2018100400,IND,3.895,5.729,0.727,0.65,49.333,42.25
2018100700,BUF,2.574,4.0,0.412,1.0,27.8,32.0
2018100701,NYG,4.812,7.974,0.5,0.773,38.5,44.429
2018100702,MIA,3.981,4.792,0.591,0.667,35.167,28.75
2018100703,CLE,4.538,4.667,0.727,0.581,29.5,28.0
2018100704,DET,7.632,3.438,0.6,0.577,36.25,24.444
2018100705,JAX,4.731,6.818,0.417,0.653,61.5,56.25
2018100706,DEN,5.5,6.512,0.333,0.74,44.0,42.077
2018100707,PIT,4.763,5.3,0.5,0.846,36.2,35.333
